lead_id,company_name,business_type,category_bucket,niche,city,state,zip,phone,address,website,source_url,source_lines,business_verified,claim_status,accepts_requests,last_verified,tags,verification_notes,outreach_fit,notes
VV-0147,Cintas Corporation,Shopping/Retail / Uniforms / facility services,Shopping/Retail,Uniforms / facility services,Phoenix,AZ,85043,(480) 528-5329,"4804 W. Roosevelt Street, Phoenix, AZ 85043",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L273-L277,false,unclaimed,true,2026-05-19,Uniforms / facility services|Shopping/Retail|Local operating location / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L273-L277.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local operating location / public phone listed,
VV-0148,"Comfort Systems USA Southwest, Inc.",Shopping/Retail / HVAC / mechanical systems,Shopping/Retail,HVAC / mechanical systems,Chandler,AZ,85226,(480) 940-8400,"6875 W. Galveston St., Chandler, AZ 85226",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L279-L284,false,unclaimed,true,2026-05-19,HVAC / mechanical systems|Shopping/Retail|Local contractor/supplier / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L279-L284.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local contractor/supplier / public phone listed,
VV-0149,"Corporate Interior Systems, Inc.",Shopping/Retail / Office furniture / interiors,Shopping/Retail,Office furniture / interiors,Phoenix,AZ,85040,(602) 304-0100,"3311 E. Broadway Rd., Phoenix, AZ 85040",www.cisinphx.com,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L286-L292,false,unclaimed,true,2026-05-19,Office furniture / interiors|Shopping/Retail|Local interiors business / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L286-L292.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local interiors business / website listed,
VV-0150,Desert Ridge Marketplace,Shopping/Retail / Shopping center / retail property,Shopping/Retail,Shopping center / retail property,Phoenix,AZ,85050,(480) 513-7586,"21001 N. Tatum Blvd., Ste. 46-1515, Phoenix, AZ 85050",www.shopdesertridge.com,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L294-L299,false,unclaimed,true,2026-05-19,Shopping center / retail property|Shopping/Retail|Retail property / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L294-L299.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Retail property / website listed,
VV-0151,Dexter Distributing,Shopping/Retail / Distribution / retail supply,Shopping/Retail,Distribution / retail supply,Phoenix,AZ,85034,(480) 921-1005,"2202 E. University Dr., Ste. 1, Phoenix, AZ 85034",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L301-L306,false,unclaimed,true,2026-05-19,Distribution / retail supply|Shopping/Retail|Local distributor / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L301-L306.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local distributor / public phone listed,
VV-0152,Jani-King of Phoenix,Shopping/Retail / Commercial cleaning / janitorial,Shopping/Retail,Commercial cleaning / janitorial,Phoenix,AZ,85020,(602) 433-0550,"7740 N. 16th St., Ste. 110, Phoenix, AZ 85020",www.janiking.com,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L356-L364,false,unclaimed,true,2026-05-19,Commercial cleaning / janitorial|Shopping/Retail|Commercial service business / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L356-L364.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Commercial service business / website listed,
VV-0153,MetroMerch Phx,Shopping/Retail / Merchandise / retail,Shopping/Retail,Merchandise / retail,Phoenix,AZ,85051,(323) 825-9815,"10215 N. 28th Drive, Phoenix, AZ 85051",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L373-L378,false,unclaimed,true,2026-05-19,Merchandise / retail|Shopping/Retail|Local retail/merch business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L373-L378.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail/merch business / public phone listed,
VV-0154,Nothing Bundt Cakes,Shopping/Retail / Bakery / retail food,Shopping/Retail,Bakery / retail food,Phoenix,AZ,85042,(915) 309-6922,"2320 E. Baseline Rd. #164, Phoenix, AZ 85042",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L380-L385,false,unclaimed,true,2026-05-19,Bakery / retail food|Shopping/Retail|Local retail bakery location / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L380-L385.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail bakery location / public phone listed,
VV-0155,Phoenix AZ Ad Agency,Shopping/Retail / Marketing / web design,Shopping/Retail,Marketing / web design,Phoenix,AZ,85012,(602) 641-8210,"3838 N. Central Avenue Floor 9, #948, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L406-L413,false,unclaimed,true,2026-05-19,Marketing / web design|Shopping/Retail|Local SMB marketing agency / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L406-L413.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB marketing agency / public phone listed,
VV-0156,Phoenix Pawn and Gold,Shopping/Retail / Pawn / gold,Shopping/Retail,Pawn / gold,Phoenix,AZ,85009,(602) 272-3449,"2803 W. Van Buren St., Phoenix, AZ 85009",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L415-L419,false,unclaimed,true,2026-05-19,Pawn / gold|Shopping/Retail|Local retail business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L415-L419.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail business / public phone listed,
VV-0157,Quantum Qarat,Shopping/Retail / Jewelry / specialty retail,Shopping/Retail,Jewelry / specialty retail,Phoenix,AZ,85016,(480) 221-5194,"1801 E. Camelback Rd. Suite 201 Office P06, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L436-L439,false,unclaimed,true,2026-05-19,Jewelry / specialty retail|Shopping/Retail|Local retail business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L436-L439.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail business / public phone listed,
VV-0158,Schmitt Jewelers,Shopping/Retail / Jewelry,Shopping/Retail,Jewelry,Phoenix,AZ,85018,(602) 840-1144,"4402 E. Camelback Rd., Ste. A, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L448-L453,false,unclaimed,true,2026-05-19,Jewelry|Shopping/Retail|Local jewelry business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L448-L453.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local jewelry business / public phone listed,
VV-0159,Supreme Comfort,Shopping/Retail / Comfort / home goods/services,Shopping/Retail,Comfort / home goods/services,Phoenix,AZ,85034,(623) 281-0621,"2900 E. Adams St., Phoenix, AZ 85034",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L455-L459,false,unclaimed,true,2026-05-19,Comfort / home goods/services|Shopping/Retail|Local retail/service business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L455-L459.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail/service business / public phone listed,
VV-0160,The Old Spaghetti Factory,Shopping/Retail / Restaurant / retail food,Shopping/Retail,Restaurant / retail food,Phoenix,AZ,85004,(602) 257-0380,"1418 N. Central Ave., Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L461-L469,false,unclaimed,true,2026-05-19,Restaurant / retail food|Shopping/Retail|Local restaurant location / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L461-L469.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local restaurant location / public phone listed,
VV-0161,Val-U-Chem,Shopping/Retail / Chemical / supply retail,Shopping/Retail,Chemical / supply retail,Phoenix,AZ,85034,(602) 957-2808,"2219 E. University Dr., Phoenix, AZ 85034",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L484-L489,false,unclaimed,true,2026-05-19,Chemical / supply retail|Shopping/Retail|Local supplier / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L484-L489.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local supplier / public phone listed,
VV-0162,West Valley Pawn and Gold,Shopping/Retail / Pawn / gold,Shopping/Retail,Pawn / gold,Avondale,AZ,85323,(623) 932-9364,"611 N. Dysart Rd., Avondale, AZ 85323",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L491-L495,false,unclaimed,true,2026-05-19,Pawn / gold|Shopping/Retail|Local retail business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L491-L495.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail business / public phone listed,
VV-0163,WSS,Shopping/Retail / Shoe / apparel retail,Shopping/Retail,Shoe / apparel retail,Phoenix,AZ,85013,(623) 281-0618,"620 W. Osborn Rd., Phoenix, AZ 85013",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L497-L502,false,unclaimed,true,2026-05-19,Shoe / apparel retail|Shopping/Retail|Local retail location / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L497-L502.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail location / public phone listed,
VV-0164,American Technology Specialists,Computers/Telecom / IT services,Computers/Telecom,IT services,Mesa,AZ,85210,(480) 491-1400,"550 W. Baseline Rd., Ste. 102-467, Mesa, AZ 85210",www.technologyspec.com,https://business.phoenixchamber.com/list/ql/computers-telecommunications-6,L185-L189,false,unclaimed,true,2026-05-19,IT services|Computers/Telecom|Local tech business / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L185-L189.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local tech business / website listed,
VV-0165,AP Professionals of Arizona,Computers/Telecom / Technology staffing,Computers/Telecom,Technology staffing,Scottsdale,AZ,85251,(480) 947-1441,"4110 N. Scottsdale Rd. Ste. 370, Scottsdale, AZ 85251",www.approus.com,https://business.phoenixchamber.com/list/ql/computers-telecommunications-6,L191-L200,false,unclaimed,true,2026-05-19,Technology staffing|Computers/Telecom|Local staffing business / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L191-L200.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local staffing business / website listed,
VV-0166,Clear Channel Outdoor Phoenix,Computers/Telecom / Outdoor advertising / media tech,Computers/Telecom,Outdoor advertising / media tech,Phoenix,AZ,85016,(602) 381-5700,"2325 E. Camelback Rd., Ste. 400, Phoenix, AZ 85016",www.clearchanneloutdoor.com,https://business.phoenixchamber.com/list/ql/computers-telecommunications-6,L242-L248,false,unclaimed,true,2026-05-19,Outdoor advertising / media tech|Computers/Telecom|Local operating office / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L242-L248.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local operating office / website listed,
